web-scraper-order,web-scraper-start-url,date,swell_size,time,water_surface,fun-factor-0,fun-factor-1,fun-factor-2,fun-factor-3,fun-factor-4
"1610737693-3451","https://www.wblivesurf.com/reports/page/449/","10.16.2012","Swell Size: Thigh-Waist/Occ. Bigger Sets","12:28 PM / BY: sageisland","Water Surface: Choppy/Bumpy","ratingCell","null","null","null","null"
"1610737881-4532","https://www.wblivesurf.com/reports/page/381/","04.10.2015","Swell Size: Knee/Thigh High/Occ. Waist?","7:11 AM / BY: sageisland","Water Surface: Light Bump/Clean Faces","ratingCell","ratingCell","null","null","null"
"1610739234-9911","https://www.wblivesurf.com/reports/page/45/","07.18.2020","Swell Size: Shin/Knee High","6:19 AM / BY: surfreports","Water Surface: Clean","null","null","null","null","null"
"1610738335-6645","https://www.wblivesurf.com/reports/page/249/","03.09.2018","Swell Size: Knee/Occ. Thigh","6:53 AM / BY: surfreports","Water Surface: Clean","ratingCell half","null","null","null","null"
"1610739286-10143","https://www.wblivesurf.com/reports/page/30/","09.18.2020","Swell Size: Waist/Stomach/Occ. Bigger","6:54 AM / BY: surfreports","Water Surface: Clean","ratingCell","ratingCell","ratingCell half","null","null"
"1610738233-6296","https://www.wblivesurf.com/reports/page/271/","12.09.2017","Swell Size: Thigh/Waist Occ Stomach","10:36 AM / BY: surfreports","Water Surface: Light Bump","ratingCell","ratingCell","ratingCell half","null","null"
"1610737706-3518","https://www.wblivesurf.com/reports/page/444/","12.11.2012","Swell Size: Thigh/Waist/Occ. Bigger","3:40 PM / BY: sageisland","Water Surface: Clean","ratingCell","ratingCell half","null","null","null"
"1610738428-6974","https://www.wblivesurf.com/reports/page/228/","06.02.2018","Swell Size: Shin/Knee/Occ. Thigh High","3:34 PM / BY: surfreports","Water Surface: Light Sideshore Texture","ratingCell half","null","null","null","null"
"1610738484-7193","https://www.wblivesurf.com/reports/page/215/","07.22.2018","Swell Size: Thigh/Waist","10:04 AM / BY: surfreports","Water Surface: Choppy","ratingCell","null","null","null","null"
"1610737435-2004","https://www.wblivesurf.com/reports/page/539/","11.18.2008","Swell Size: Ankle/Shin/Occ. Bigger","12:44 PM / BY: sageisland","Water Surface: Light Bump","ratingCell half","null","null","null","null"
"1610738708-7939","https://www.wblivesurf.com/reports/page/168/","02.07.2019","Swell Size: Ankle/Shin High","3:27 PM / BY: surfreports","Water Surface: Light Bump","null","null","null","null","null"
"1610738618-7641","https://www.wblivesurf.com/reports/page/187/","11.20.2018","Swell Size: Shin Knee","3:54 PM / BY: surfreports","Water Surface: Clean","null","null","null","null","null"
"1610737892-4592","https://www.wblivesurf.com/reports/page/377/","05.08.2015","Swell Size: Stomach/Chest/Occ. Bigger","4:18 PM / BY: sageisland","Water Surface: Choppy/Drifty","ratingCell","ratingCell","null","null","null"
"1610737451-2041","https://www.wblivesurf.com/reports/page/537/","12.01.2008","Swell Size: Waist-Stomach","3:24 PM / BY: sageisland","Water Surface: Choppy/ Clean Faces","ratingCell","null","null","null","null"
"1610739148-9606","https://www.wblivesurf.com/reports/page/64/","04.28.2020","Swell Size: Shin/Knee","6:49 AM / BY: surfreports","Water Surface: Light Bump","null","null","null","null","null"
"1610738150-5878","https://www.wblivesurf.com/reports/page/297/","01.03.2017","Swell Size: Knee-Thigh High","10:07 AM / BY: sageisland","Water Surface: Slight Bump","ratingCell","ratingCell half","null","null","null"
"1610739230-9897","https://www.wblivesurf.com/reports/page/46/","07.13.2020","Swell Size: Waist to Stomach High/ Occ. Bigger","12:33 PM / BY: surfreports","Water Surface: Light Bump","ratingCell","ratingCell","ratingCell half","null","null"
"1610738799-8277","https://www.wblivesurf.com/reports/page/147/","05.02.2019","Swell Size: Knee/Thigh","6:41 AM / BY: surfreports","Water Surface: Light Texture","ratingCell half","null","null","null","null"
"1610737339-1458","https://www.wblivesurf.com/reports/page/573/","06.14.2008","Swell Size: Knee/Thigh?","6:46 AM / BY: sageisland","Water Surface: Glassy","ratingCell half","null","null","null","null"
"1610738776-8184","https://www.wblivesurf.com/reports/page/153/","04.07.2019","Swell Size: Thigh/Waist High","10:56 AM / BY: surfreports","Water Surface: Clean","ratingCell","ratingCell half","null","null","null"
"1610738008-5134","https://www.wblivesurf.com/reports/page/343/","01.10.2016","Swell Size: Waist/Stomach/Occ. Chest","7:35 AM / BY: sageisland","Water Surface: Semi-Clean","ratingCell","ratingCell","null","null","null"
"1610738476-7157","https://www.wblivesurf.com/reports/page/217/","07.15.2018","Swell Size: Thigh/Waist High","10:02 AM / BY: surfreports","Water Surface: Clean","ratingCell","ratingCell half","null","null","null"
"1610738770-8158","https://www.wblivesurf.com/reports/page/154/","04.05.2019","Swell Size: Stomach-Chest High/Occ. Bigger","3:56 PM / BY: surfreports","Water Surface: Choppy/Messy","ratingCell half","null","null","null","null"
"1610737402-1813","https://www.wblivesurf.com/reports/page/551/","09.14.2008","Swell Size: Shin/Knee/Occ. Bigger","1:04 PM / BY: sageisland","Water Surface: Light Bump","ratingCell half","null","null","null","null"
"1610738605-7591","https://www.wblivesurf.com/reports/page/190/","11.09.2018","Swell Size: Thigh/Waist/Occ. Stomach","7:14 AM / BY: surfreports","Water Surface: Pretty Clean","ratingCell","ratingCell half","null","null","null"
"1610738030-5273","https://www.wblivesurf.com/reports/page/335/","03.29.2016","Swell Size: Knee/Thigh High","10:04 AM / BY: sageisland","Water Surface: Light Texture","ratingCell","null","null","null","null"
"1610737397-1777","https://www.wblivesurf.com/reports/page/553/","09.10.2008","Swell Size: Knee/Thigh/Rare Bigger","6:44 AM / BY: sageisland","Water Surface: Glassy","ratingCell half","null","null","null","null"
"1610737245-893","https://www.wblivesurf.com/reports/page/608/","02.11.2008","Swell Size: Shin/Occ. Knee","4:24 PM / BY: sageisland","Water Surface: Choppy","ratingCell half","null","null","null","null"
"1610737519-2419","https://www.wblivesurf.com/reports/page/513/","07.27.2009","Swell Size: Thigh/Occ. Waist","3:38 PM / BY: sageisland","Water Surface: Choppy","ratingCell","null","null","null","null"
"1610737342-1473","https://www.wblivesurf.com/reports/page/572/","06.17.2008","Swell Size: Knee/Thigh High?","8:55 AM / BY: sageisland","Water Surface: Semi-clean","ratingCell half","null","null","null","null"
"1610738204-6174","https://www.wblivesurf.com/reports/page/278/","11.13.2017","Swell Size: Thigh/Waist","10:19 AM / BY: surfreports","Water Surface: Clean","ratingCell","ratingCell half","null","null","null"
"1610737986-5047","https://www.wblivesurf.com/reports/page/349/","12.05.2015","Swell Size: Thigh/Waist/Occ. Stomach","12:21 PM / BY: sageisland","Water Surface: Light Chop","ratingCell","ratingCell","null","null","null"
"1610737764-3861","https://www.wblivesurf.com/reports/page/423/","07.04.2013","Swell Size: Thigh-Waist/Maybe Bigger?","12:36 PM / BY: sageisland","Water Surface: Choppy/Bumpy","ratingCell","ratingCell","null","null","null"
"1610737695-3464","https://www.wblivesurf.com/reports/page/448/","10.26.2012","Swell Size: Chest/Head/Rare Bigger","3:58 PM / BY: sageisland","Water Surface: Light Chop/Clean Faces","ratingCell","ratingCell half","null","null","null"
"1610737524-2449","https://www.wblivesurf.com/reports/page/511/","08.24.2009","Swell Size: Waist/Stomach/Occ. Chest","12:34 PM / BY: sageisland","Water Surface: Light Onshore Bump","ratingCell","ratingCell half","null","null","null"
"1610737988-5061","https://www.wblivesurf.com/reports/page/348/","12.10.2015","Swell Size: Knee/Thigh/Occ. Hip","10:13 AM / BY: sageisland","Water Surface: Glassy","ratingCell","ratingCell","null","null","null"
"1610738332-6630","https://www.wblivesurf.com/reports/page/250/","03.04.2018","Swell Size: Waist/Chest/Occ. Bigger","4:06 PM / BY: surfreports","Water Surface: Clean/Drifty","ratingCell","ratingCell","null","null","null"
"1610738614-7621","https://www.wblivesurf.com/reports/page/188/","11.17.2018","Swell Size: Knee High","3:53 PM / BY: surfreports","Water Surface: Light Bump","ratingCell half","null","null","null","null"
"1610738958-8886","https://www.wblivesurf.com/reports/page/109/","10.03.2019","Swell Size: Thigh/Waist","10:16 AM / BY: surfreports","Water Surface: Clean","ratingCell","ratingCell","null","null","null"
"1610737411-1863","https://www.wblivesurf.com/reports/page/548/","09.27.2008","Swell Size: Waist/Stomach/Bigger Sets","12:57 PM / BY: sageisland","Water Surface: Light Onshore","ratingCell","ratingCell half","null","null","null"
"1610737892-4595","https://www.wblivesurf.com/reports/page/377/","05.07.2015","Swell Size: Chest/Head High+","3:58 PM / BY: sageisland","Water Surface: Choppy","ratingCell","ratingCell","null","null","null"
"1610737649-3193","https://www.wblivesurf.com/reports/page/465/","04.27.2012","Swell Size: Thigh/Waist/Occ. Stomach High","6:48 AM / BY: sageisland","Water Surface: Light Bump/Clean Faces","ratingCell","ratingCell half","null","null","null"
"1610738888-8615","https://www.wblivesurf.com/reports/page/126/","07.24.2019","Swell Size: Thigh/Waist/occ+","12:21 PM / BY: surfreports","Water Surface: Semi-Clean","ratingCell","ratingCell","null","null","null"
"1610738966-8911","https://www.wblivesurf.com/reports/page/107/","10.13.2019","Swell Size: Shin/Knee Shorebreak","7:05 AM / BY: surfreports","Water Surface: Clean","null","null","null","null","null"
"1610739276-10108","https://www.wblivesurf.com/reports/page/33/","09.02.2020","Swell Size: Knee-Thigh High","3:23 PM / BY: surfreports","Water Surface: Bumpy","ratingCell half","null","null","null","null"
"1610737748-3765","https://www.wblivesurf.com/reports/page/429/","05.18.2013","Swell Size: Knee/Rare Bigger","1:02 PM / BY: sageisland","Water Surface: Semi-Clean/Light Chop","ratingCell","ratingCell half","null","null","null"
"1610738153-5890","https://www.wblivesurf.com/reports/page/296/","01.15.2017","Swell Size: Knee/Thigh/Occ. Bigger","10:54 AM / BY: sageisland","Water Surface: Light Bump","ratingCell","ratingCell half","null","null","null"
"1610739057-9205","https://www.wblivesurf.com/reports/page/89/","12.24.2019","Swell Size: chest/shoulder/+","6:58 AM / BY: surfreports","Water Surface: messy/bumpy","ratingCell","null","null","null","null"
"1610738882-8582","https://www.wblivesurf.com/reports/page/128/","07.16.2019","Swell Size: Shin/Maybe Knee High","3:23 PM / BY: surfreports","Water Surface: Light Bump","null","null","null","null","null"
"1610738622-7654","https://www.wblivesurf.com/reports/page/186/","11.26.2018","Swell Size: Knee/Occ. Thigh","7:00 AM / BY: surfreports","Water Surface: Light Texture","ratingCell half","null","null","null","null"
"1610737154-691","https://www.wblivesurf.com/reports/page/621/","12.15.2007","Swell Size: Thigh/Waist/Building","7:02 AM / BY: sageisland","Water Surface: Choppy/Sloppy","ratingCell half","null","null","null","null"
"1610738882-8579","https://www.wblivesurf.com/reports/page/128/","07.17.2019","Swell Size: Knee-Thigh High","12:43 PM / BY: surfreports","Water Surface: Light Texture","ratingCell half","null","null","null","null"
"1610737427-1956","https://www.wblivesurf.com/reports/page/542/","11.01.2008","Swell Size: FLAT","10:13 AM / BY: sageisland","Water Surface: glassy","ratingCell half","null","null","null","null"
"1610737163-738","https://www.wblivesurf.com/reports/page/618/","12.31.2007","Swell Size: Knee/Occ. Thigh","3:30 PM / BY: sageisland","Water Surface: Light Chop","ratingCell half","null","null","null","null"
"1610738010-5153","https://www.wblivesurf.com/reports/page/342/","01.22.2016","Swell Size: Waist High","7:28 AM / BY: sageisland","Water Surface: Choppy/Sweepy/Cold","ratingCell","null","null","null","null"
"1610738103-5611","https://www.wblivesurf.com/reports/page/314/","08.31.2016","Swell Size: Knee/Thigh/Occ. Waist","3:57 PM / BY: sageisland","Water Surface: Semi-Clean","ratingCell","ratingCell half","null","null","null"
"1610738804-8289","https://www.wblivesurf.com/reports/page/146/","05.07.2019","Swell Size: shin/knee","6:29 AM / BY: surfreports","Water Surface: light chop/bump","ratingCell half","null","null","null","null"
"1610738589-7525","https://www.wblivesurf.com/reports/page/194/","10.24.2018","Swell Size: Knee High","1:04 PM / BY: surfreports","Water Surface: textured","null","null","null","null","null"
"1610737878-4522","https://www.wblivesurf.com/reports/page/382/","03.28.2015","Swell Size: Knee/Thigh High","3:53 PM / BY: sageisland","Water Surface: Clean/Glassy","ratingCell","null","null","null","null"
"1610738344-6676","https://www.wblivesurf.com/reports/page/247/","03.17.2018","Swell Size: Ankle-Knee High","10:18 AM / BY: surfreports","Water Surface: Bumpy","ratingCell half","null","null","null","null"
"1610739134-9544","https://www.wblivesurf.com/reports/page/68/","03.17.2020","Swell Size: knee/thigh","7:42 AM / BY: surfreports","Water Surface: clean/light texture","ratingCell","null","null","null","null"
"1610739364-10496","https://www.wblivesurf.com/reports/page/8/","12.17.2020","Swell Size: Knee-Thigh High","10:17 AM / BY: surfreports","Water Surface: Clean","ratingCell half","null","null","null","null"
"1610737119-485","https://www.wblivesurf.com/reports/page/634/","10.26.2007","Swell Size: Thigh/Stomach/Bigger?","7:28 AM / BY: sageisland","Water Surface: Choppy","ratingCell","null","null","null","null"
"1610737834-4267","https://www.wblivesurf.com/reports/page/398/","06.29.2014","Swell Size: Thigh/Waist/Occ. Stomach","6:35 AM / BY: sageisland","Water Surface: Light Chop","ratingCell","ratingCell","null","null","null"
"1610737668-3297","https://www.wblivesurf.com/reports/page/458/","07.15.2012","Swell Size: Thigh/Waist/Occ. Stomach","6:22 AM / BY: sageisland","Water Surface: Light Bump","ratingCell","null","null","null","null"
"1610739095-9362","https://www.wblivesurf.com/reports/page/79/","02.03.2020","Swell Size: ankle to knee","12:47 PM / BY: surfreports","Water Surface: semi clean","ratingCell half","null","null","null","null"
"1610737809-4122","https://www.wblivesurf.com/reports/page/407/","11.20.2013","Swell Size: Waist/Stomach/Occ. Chest","7:05 AM / BY: sageisland","Water Surface: Light Chop/Clean Faces","ratingCell","ratingCell","ratingCell half","null","null"
"1610738293-6498","https://www.wblivesurf.com/reports/page/258/","02.01.2018","Swell Size: Knee High","3:36 PM / BY: surfreports","Water Surface: Light Bump","ratingCell half","null","null","null","null"
"1610737432-1990","https://www.wblivesurf.com/reports/page/540/","11.13.2008","Swell Size: Chest/Head High","12:19 PM / BY: sageisland","Water Surface: Ligth Chop/Semi-Clean","ratingCell","ratingCell half","null","null","null"
"1610737339-1459","https://www.wblivesurf.com/reports/page/573/","06.13.2008","Swell Size: knee-thigh","4:45 PM / BY: sageisland","Water Surface: choppy","ratingCell half","null","null","null","null"
"1610739304-10221","https://www.wblivesurf.com/reports/page/25/","10.09.2020","Swell Size: Knee-Thigh High","4:28 PM / BY: surfreports","Water Surface: Choppy/Drifty","ratingCell half","null","null","null","null"
"1610738523-7314","https://www.wblivesurf.com/reports/page/207/","08.25.2018","Swell Size: Thigh/Hip/Occ. Waist High Peak","6:47 AM / BY: surfreports","Water Surface: Light Chop/Clean Faces","ratingCell","ratingCell half","null","null","null"
"1610739318-10288","https://www.wblivesurf.com/reports/page/21/","10.25.2020","Swell Size: Thigh-Waist High","10:18 AM / BY: surfreports","Water Surface: Pretty Clean Faces","ratingCell","ratingCell half","null","null","null"
"1610738413-6916","https://www.wblivesurf.com/reports/page/232/","05.16.2018","Swell Size: Knee-Waist High","10:20 AM / BY: surfreports","Water Surface: Light Bump","ratingCell","ratingCell","null","null","null"
"1610738076-5546","https://www.wblivesurf.com/reports/page/318/","08.02.2016","Swell Size: Waist+","3:44 PM / BY: sageisland","Water Surface: Semi clean","ratingCell","ratingCell half","null","null","null"
"1610738371-6790","https://www.wblivesurf.com/reports/page/240/","04.13.2018","Swell Size: Shin/Knee High","3:55 PM / BY: surfreports","Water Surface: Choppy/Drift","ratingCell half","null","null","null","null"
"1610737875-4499","https://www.wblivesurf.com/reports/page/383/","03.26.2015","Swell Size: Stomach/Chest/Occ. Bigger","12:51 PM / BY: sageisland","Water Surface: Semi-Clean/Light Texture","ratingCell","ratingCell","ratingCell half","null","null"
"1610738432-6990","https://www.wblivesurf.com/reports/page/227/","06.07.2018","Swell Size: Shin/Maybe Knee","6:34 AM / BY: surfreports","Water Surface: Glassy","ratingCell half","null","null","null","null"
"1610737307-1276","https://www.wblivesurf.com/reports/page/585/","05.08.2008","Swell Size: Knee/Thigh High Shorebreak","9:23 AM / BY: sageisland","Water Surface: Choppy","ratingCell half","null","null","null","null"
"1610739259-10014","https://www.wblivesurf.com/reports/page/38/","08.17.2020","Swell Size: Flat/Shin High","9:08 AM / BY: surfreports","Water Surface: Clean","null","null","null","null","null"
"1610737513-2390","https://www.wblivesurf.com/reports/page/515/","07.09.2009","Swell Size: Thigh/Waist/Rare Bigger","12:49 PM / BY: sageisland","Water Surface: Semi-Chop","ratingCell","ratingCell half","null","null","null"
"1610739061-9219","https://www.wblivesurf.com/reports/page/88/","12.29.2019","Swell Size: Thigh High","11:23 AM / BY: surfreports","Water Surface: Clean","ratingCell half","null","null","null","null"
"1610739350-10437","https://www.wblivesurf.com/reports/page/12/","11.30.2020","Swell Size: Stomach/Chest/Occ. Bigger","7:03 AM / BY: surfreports","Water Surface: Choppy/Side-shore","ratingCell","ratingCell","null","null","null"
"1610739106-9420","https://www.wblivesurf.com/reports/page/76/","02.13.2020","Swell Size: Knee/Thigh/Occ. Hip","7:21 AM / BY: surfreports","Water Surface: Choppy/Side-shore","ratingCell half","null","null","null","null"
"1610737809-4113","https://www.wblivesurf.com/reports/page/407/","11.22.2013","Swell Size: Thigh/Waist/Occ. Stomach","12:41 PM / BY: sageisland","Water Surface: Light Chop","ratingCell","ratingCell","null","null","null"
"1610738791-8244","https://www.wblivesurf.com/reports/page/149/","04.24.2019","Swell Size: Knee-Maybe Thigh High","10:12 AM / BY: surfreports","Water Surface: Clean","ratingCell half","null","null","null","null"
"1610737958-4888","https://www.wblivesurf.com/reports/page/359/","10.04.2015","Swell Size: Head High+","12:41 PM / BY: sageisland","Water Surface: Choppy/Super Windy","ratingCell","ratingCell","null","null","null"
"1610738916-8721","https://www.wblivesurf.com/reports/page/119/","08.23.2019","Swell Size: ankle/shin","6:47 AM / BY: surfreports","Water Surface: light texture","ratingCell half","null","null","null","null"
"1610738332-6623","https://www.wblivesurf.com/reports/page/250/","03.06.2018","Swell Size: Knee/Thigh High","12:25 PM / BY: surfreports","Water Surface: Light Chop","ratingCell half","null","null","null","null"
"1610738586-7514","https://www.wblivesurf.com/reports/page/195/","10.19.2018","Swell Size: Knee High","10:01 AM / BY: surfreports","Water Surface: Bumpy","ratingCell half","null","null","null","null"
"1610738158-5928","https://www.wblivesurf.com/reports/page/294/","02.16.2017","Swell Size: Thigh/Waist/Occ. Bigger","7:09 AM / BY: sageisland","Water Surface: Clean","ratingCell","ratingCell","null","null","null"
"1610738555-7420","https://www.wblivesurf.com/reports/page/201/","09.24.2018","Swell Size: Shin-Knee High","10:24 AM / BY: surfreports","Water Surface: Choppy","null","null","null","null","null"
"1610737622-3022","https://www.wblivesurf.com/reports/page/475/","12.04.2011","Swell Size: Thigh/Waist/Occ. Stomach","12:35 PM / BY: sageisland","Water Surface: Choppy","ratingCell","null","null","null","null"
"1610737638-3130","https://www.wblivesurf.com/reports/page/469/","03.07.2012","Swell Size: Thigh/Occ. Waist","3:26 PM / BY: sageisland","Water Surface: Choppy","ratingCell","null","null","null","null"
"1610737576-2753","https://www.wblivesurf.com/reports/page/492/","03.22.2010","Swell Size: Waist/Chest","7:21 AM / BY: sageisland","Water Surface: Choppy","ratingCell","null","null","null","null"
"1610737783-3977","https://www.wblivesurf.com/reports/page/416/","09.07.2013","Swell Size: Thigh/Waist/Occ. Stomach","3:37 PM / BY: sageisland","Water Surface: Light Chop","ratingCell","ratingCell","ratingCell","null","null"
"1610738848-8451","https://www.wblivesurf.com/reports/page/136/","06.15.2019","Swell Size: Knee High","1:05 PM / BY: surfreports","Water Surface: Bumpy","ratingCell half","null","null","null","null"
"1610737578-2779","https://www.wblivesurf.com/reports/page/491/","03.26.2010","Swell Size: Thigh-Waist/ Occ. Bigger","4:12 PM / BY: sageisland","Water Surface: Glassy","ratingCell","null","null","null","null"
"1610738480-7170","https://www.wblivesurf.com/reports/page/216/","07.20.2018","Swell Size: Knee/Thigh","6:46 AM / BY: surfreports","Water Surface: Choppy/Sloppy","ratingCell half","null","null","null","null"
"1610738660-7789","https://www.wblivesurf.com/reports/page/177/","01.04.2019","Swell Size: Knee High","10:05 AM / BY: surfreports","Water Surface: Choppy","null","null","null","null","null"
"1610738216-6222","https://www.wblivesurf.com/reports/page/275/","11.25.2017","Swell Size: Thigh-Waist High","3:32 PM / BY: surfreports","Water Surface: Clean","ratingCell","ratingCell","ratingCell half","null","null"
"1610739057-9210","https://www.wblivesurf.com/reports/page/89/","12.22.2019","Swell Size: Knee High","3:49 PM / BY: surfreports","Water Surface: Fairly Clean","null","null","null","null","null"
"1610738894-8641","https://www.wblivesurf.com/reports/page/124/","08.03.2019","Swell Size: Knee/Thigh/Rare Bigger","6:32 AM / BY: surfreports","Water Surface: Semi-Clean/Light Bump","ratingCell","null","null","null","null"
"1610738743-8057","https://www.wblivesurf.com/reports/page/161/","03.06.2019","Swell Size: Ankle/Shin High","7:13 AM / BY: surfreports","Water Surface: Light Bump","null","null","null","null","null"
"1610739248-9967","https://www.wblivesurf.com/reports/page/41/","08.05.2020","Swell Size: Thigh/Occ. Hip","6:18 AM / BY: surfreports","Water Surface: Clean","ratingCell","null","null","null","null"
"1610737372-1646","https://www.wblivesurf.com/reports/page/561/","08.05.2008","Swell Size: Knee High Shorebreak","8:45 AM / BY: sageisland","Water Surface: Semi-Glassy","ratingCell half","null","null","null","null"
"1610738947-8831","https://www.wblivesurf.com/reports/page/112/","09.23.2019","Swell Size: Thigh/Waist","7:08 AM / BY: surfreports","Water Surface: Clean","ratingCell","ratingCell","null","null","null"
"1610739300-10206","https://www.wblivesurf.com/reports/page/26/","10.04.2020","Swell Size: Thigh-Waist High","4:00 PM / BY: surfreports","Water Surface: Some Texture/Fairly Clean Faces","ratingCell","ratingCell half","null","null","null"
"1610737339-1464","https://www.wblivesurf.com/reports/page/573/","06.13.2008","Swell Size: Knee/Thigh","9:34 AM / BY: sageisland","Water Surface: Light Chop","ratingCell half","null","null","null","null"
"1610739177-9738","https://www.wblivesurf.com/reports/page/56/","06.03.2020","Swell Size: Knee High","12:33 PM / BY: surfreports","Water Surface: Light Bump","ratingCell","ratingCell half","null","null","null"
"1610739166-9679","https://www.wblivesurf.com/reports/page/59/","05.25.2020","Swell Size: Knee High","12:55 PM / BY: surfreports","Water Surface: Choppy","ratingCell half","null","null","null","null"
"1610737307-1266","https://www.wblivesurf.com/reports/page/585/","05.10.2008","Swell Size: Knee/Thigh","3:36 PM / BY: sageisland","Water Surface: Glassy","ratingCell half","null","null","null","null"
"1610737247-918","https://www.wblivesurf.com/reports/page/607/","02.12.2008","Swell Size: Knee High","12:32 PM / BY: sageisland","Water Surface: Choppy","ratingCell half","null","null","null","null"
"1610737608-2955","https://www.wblivesurf.com/reports/page/480/","04.10.2011","Swell Size: Waist/Chest/Occ. Shoulder","10:35 AM / BY: sageisland","Water Surface: Semi-clean/Light Bump","ratingCell","ratingCell half","null","null","null"
"1610738535-7347","https://www.wblivesurf.com/reports/page/205/","09.01.2018","Swell Size: Knee High","4:44 PM / BY: surfreports","Water Surface: Light Bump","ratingCell half","null","null","null","null"
"1610739364-10494","https://www.wblivesurf.com/reports/page/8/","12.17.2020","Swell Size: Knee-Thigh High","3:37 PM / BY: surfreports","Water Surface: Clean","ratingCell","ratingCell","null","null","null"
"1610738454-7081","https://www.wblivesurf.com/reports/page/222/","06.24.2018","Swell Size: Knee/Occ. Thigh High","10:12 AM / BY: surfreports","Water Surface: Clean/Light Texture","ratingCell","null","null","null","null"
"1610737513-2391","https://www.wblivesurf.com/reports/page/515/","07.08.2009","Swell Size: Knee/Thigh/Occ. Waist","12:25 PM / BY: sageisland","Water Surface: Semi-Glassy/Light Bump","ratingCell","null","null","null","null"
"1610739113-9446","https://www.wblivesurf.com/reports/page/74/","02.22.2020","Swell Size: Thigh-Stomach High","12:48 PM / BY: surfreports","Water Surface: Fairly Clean","ratingCell","ratingCell half","null","null","null"
"1610739290-10169","https://www.wblivesurf.com/reports/page/29/","09.19.2020","Swell Size: Waist-Chest High/Maybe Bigger?","1:40 PM / BY: surfreports","Water Surface: Bumpy/Drifty","ratingCell","ratingCell","ratingCell half","null","null"
"1610738065-5473","https://www.wblivesurf.com/reports/page/322/","07.02.2016","Swell Size: Knee-Thigh High","9:02 AM / BY: sageisland","Water Surface: Fairly Clean","ratingCell","null","null","null","null"
"1610739256-10006","https://www.wblivesurf.com/reports/page/39/","08.11.2020","Swell Size: Flat","9:06 AM / BY: surfreports","Water Surface: Bumpy","null","null","null","null","null"
"1610737144-631","https://www.wblivesurf.com/reports/page/625/","11.28.2007","Swell Size: Knee High","7:07 AM / BY: sageisland","Water Surface: Choppy","ratingCell half","null","null","null","null"
"1610739300-10208","https://www.wblivesurf.com/reports/page/26/","10.04.2020","Swell Size: Thigh-Waist High","10:14 AM / BY: surfreports","Water Surface: Some Texture and Drift","ratingCell","ratingCell half","null","null","null"
"1610737541-2556","https://www.wblivesurf.com/reports/page/505/","09.27.2009","Swell Size: Knee/Waist/Occ. Bigger","9:22 AM / BY: sageisland","Water Surface: Semi-Clean/Light Bump","ratingCell","null","null","null","null"
"1610738241-6323","https://www.wblivesurf.com/reports/page/269/","12.18.2017","Swell Size: Flat","12:17 PM / BY: surfreports","Water Surface: Clean","null","null","null","null","null"
"1610737961-4907","https://www.wblivesurf.com/reports/page/358/","10.08.2015","Swell Size: Thigh/Waist/Occ. Stomach","7:01 AM / BY: sageisland","Water Surface: Clean","ratingCell","ratingCell half","null","null","null"
"1610738098-5570","https://www.wblivesurf.com/reports/page/316/","08.26.2016","Swell Size: Knee/Thigh/Rare Hip","6:31 AM / BY: sageisland","Water Surface: Clean","ratingCell","ratingCell half","null","null","null"
"1610738432-7002","https://www.wblivesurf.com/reports/page/227/","06.03.2018","Swell Size: Ankle/Shin High","3:39 PM / BY: surfreports","Water Surface: Bumpy","ratingCell half","null","null","null","null"
"1610739329-10342","https://www.wblivesurf.com/reports/page/18/","11.04.2020","Swell Size: Shin-Knee High","4:01 PM / BY: surfreports","Water Surface: Light Bump","ratingCell half","null","null","null","null"
"1610737723-3623","https://www.wblivesurf.com/reports/page/438/","03.12.2013","Swell Size: Chest / Shoulder / Occ +","3:44 PM / BY: sageisland","Water Surface: Clean/Light Texture/Bump","ratingCell","ratingCell","ratingCell","ratingCell half","null"
"1610738229-6280","https://www.wblivesurf.com/reports/page/272/","12.05.2017","Swell Size: Waist/Stomach","10:11 AM / BY: surfreports","Water Surface: Light Bump","ratingCell","ratingCell","null","null","null"
"1610737966-4927","https://www.wblivesurf.com/reports/page/356/","10.27.2015","Swell Size: Waist/Stomach/Occ. Bigger","3:48 PM / BY: sageisland","Water Surface: Choppy/Drifty","ratingCell","ratingCell","null","null","null"
"1610737633-3093","https://www.wblivesurf.com/reports/page/471/","02.11.2012","Swell Size: Knee/Thigh/Occ. Bigger","12:21 PM / BY: sageisland","Water Surface: Pretty Clean","ratingCell","null","null","null","null"
"1610738041-5334","https://www.wblivesurf.com/reports/page/331/","04.25.2016","Swell Size: Knee/Thigh","6:50 AM / BY: sageisland","Water Surface: Light Bump","ratingCell","null","null","null","null"
"1610737826-4216","https://www.wblivesurf.com/reports/page/401/","02.27.2014","Swell Size: Knee/Thigh/Occ. Bigger","12:32 PM / BY: sageisland","Water Surface: Clean/Light Texture","ratingCell","ratingCell","null","null","null"
"1610739218-9838","https://www.wblivesurf.com/reports/page/49/","07.04.2020","Swell Size: Shin High Shorebreak","9:06 AM / BY: surfreports","Water Surface: Clean","null","null","null","null","null"
"1610739230-9895","https://www.wblivesurf.com/reports/page/46/","07.14.2020","Swell Size: Thigh/Hip/Occ. Waist","6:03 AM / BY: surfreports","Water Surface: Clean","ratingCell","ratingCell","null","null","null"
