,web-scraper-order,web-scraper-start-url,date,swell_size,time,water_surface,total_rating
148,1610737983-5027,https://www.wblivesurf.com/reports/page/350/,12.02.2015,Swell Size: Knee/Thigh,7:19 AM / BY: sageisland,Water Surface: Glassy,1.5
149,1610738367-6775,https://www.wblivesurf.com/reports/page/241/,04.09.2018,Swell Size: Knee/Thigh High,1:11 PM / BY: surfreports,Water Surface: Choppy/Drift,0.0
150,1610738147-5858,https://www.wblivesurf.com/reports/page/298/,12.26.2016,Swell Size: thigh/occ.waist,12:31 PM / BY: sageisland,Water Surface: some chop,1.5
151,1610737511-2379,https://www.wblivesurf.com/reports/page/516/,06.18.2009,Swell Size: Thigh/Waist/Occ. Stomach,12:37 PM / BY: sageisland,Water Surface: Light Bump,1.0
152,1610737356-1552,https://www.wblivesurf.com/reports/page/567/,07.11.2008,Swell Size: Stomach/Chest,8:47 AM / BY: sageisland,Water Surface: Glassy,1.5
153,1610738480-7165,https://www.wblivesurf.com/reports/page/216/,07.21.2018,Swell Size: Thigh/Waist/Occ. Bigger,9:03 AM / BY: surfreports,Water Surface: Clean,2.5
154,1610739262-10041,https://www.wblivesurf.com/reports/page/37/,08.18.2020,Swell Size: Thigh-Stomach High,12:11 PM / BY: surfreports,Water Surface: Glassy,3.0
155,1610739282-10126,https://www.wblivesurf.com/reports/page/31/,09.14.2020,Swell Size: Thigh-Waist High,10:32 AM / BY: surfreports,Water Surface: Bumpy,2.0
156,1610738910-8705,https://www.wblivesurf.com/reports/page/120/,08.19.2019,Swell Size: Knee High,6:28 AM / BY: surfreports,Water Surface: Clean,0.5
157,1610738417-6925,https://www.wblivesurf.com/reports/page/231/,05.22.2018,Swell Size: Knee/Thigh/Occ. Waist,6:32 AM / BY: surfreports,Water Surface: Glassy,1.0
158,1610739279-10118,https://www.wblivesurf.com/reports/page/32/,09.08.2020,Swell Size: Knee-Thigh High,10:09 AM / BY: surfreports,Water Surface: Light Bump,0.5
159,1610739091-9341,https://www.wblivesurf.com/reports/page/80/,01.31.2020,Swell Size: Knee-Thigh High/Occ. Bigger,4:06 PM / BY: surfreports,Water Surface: Light Bump,0.5
160,1610738261-6387,https://www.wblivesurf.com/reports/page/265/,01.04.2018,Swell Size: Waist/Stomach/Rare Bigger,7:38 AM / BY: surfreports,Water Surface: Clean,2.0
161,1610737108-426,https://www.wblivesurf.com/reports/page/638/,10.13.2007,Swell Size: Shin/Occ. Bigger,1:04 PM / BY: sageisland,Water Surface: Glassy,0.5
162,1610738506-7269,https://www.wblivesurf.com/reports/page/210/,08.12.2018,Swell Size: Shin/Knee High Shorebreak,9:51 AM / BY: surfreports,Water Surface: Light Bump,0.5
163,1610738188-6094,https://www.wblivesurf.com/reports/page/283/,10.24.2017,Swell Size: Waist/Stomach/Occ. Bigger,10:19 AM / BY: surfreports,Water Surface: Light Bump/Chop,2.5
164,1610737862-4418,https://www.wblivesurf.com/reports/page/388/,01.04.2015,Swell Size: Waist/Stomach/Occ. Chest,12:52 PM / BY: sageisland,Water Surface: Semi-Clean Faces/Light Chop,2.5
165,1610737851-4351,https://www.wblivesurf.com/reports/page/392/,10.24.2014,Swell Size: Thigh-Waist High/Bigger Sets?,8:58 AM / BY: sageisland,Water Surface: Light Texture,2.0
166,1610739248-9969,https://www.wblivesurf.com/reports/page/41/,08.04.2020,Swell Size: chest/shoulder,1:07 PM / BY: surfreports,Water Surface: clean,3.5
167,1610737516-2403,https://www.wblivesurf.com/reports/page/514/,07.22.2009,Swell Size: Thigh/Stomach High/Bigger Sets?,6:15 AM / BY: sageisland,Water Surface: 0-5,1.0
168,1610737397-1781,https://www.wblivesurf.com/reports/page/553/,09.07.2008,Swell Size: Waist-Chest,4:24 PM / BY: sageisland,Water Surface: Choppy/ Clean Faces,1.5
169,1610739102-9397,https://www.wblivesurf.com/reports/page/77/,02.10.2020,Swell Size: Knee High,3:59 PM / BY: surfreports,Water Surface: Light Bump,1.5
170,1610737519-2426,https://www.wblivesurf.com/reports/page/513/,07.24.2009,Swell Size: Chest/Occ. Head High,9:04 AM / BY: sageisland,Water Surface: Semi Clean,1.5
171,1610737611-2964,https://www.wblivesurf.com/reports/page/479/,08.25.2011,Swell Size: Chest/Head,6:22 AM / BY: sageisland,Water Surface: Clean,2.0
172,1610739148-9611,https://www.wblivesurf.com/reports/page/64/,04.26.2020,Swell Size: Waist - Stomach High,12:17 PM / BY: surfreports,Water Surface: Some Texture,2.5
173,1610737350-1517,https://www.wblivesurf.com/reports/page/569/,06.30.2008,Swell Size: Thigh/Waist/Occ. Stomach,6:12 AM / BY: sageisland,Water Surface: Semi-Clean/Bump,1.5
174,1610739054-9181,https://www.wblivesurf.com/reports/page/90/,12.22.2019,Swell Size: shin/knee,7:29 AM / BY: surfreports,Water Surface: light chop/bump,0.5
175,1610737952-4860,https://www.wblivesurf.com/reports/page/361/,09.23.2015,Swell Size: Waist/Chest,10:04 AM / BY: sageisland,Water Surface: Choppy/Drifty,2.5
176,1610737505-2333,https://www.wblivesurf.com/reports/page/518/,06.05.2009,Swell Size: Thigh/Waist High,9:50 AM / BY: sageisland,Water Surface: Choppy/ Clean Faces,1.0
177,1610737116-466,https://www.wblivesurf.com/reports/page/635/,10.23.2007,Swell Size: Thigh/Waist High,7:12 AM / BY: sageisland,Water Surface: Glass/Inside Bump,1.5
178,1610737533-2505,https://www.wblivesurf.com/reports/page/508/,09.07.2009,Swell Size: Waist/Chest High,6:54 AM / BY: sageisland,Water Surface: Choppy,1.0
179,1610738593-7538,https://www.wblivesurf.com/reports/page/193/,10.29.2018,Swell Size: Knee/Thigh High Shorebreak,10:01 AM / BY: surfreports,Water Surface: Glassy,0.0
180,1610738208-6201,https://www.wblivesurf.com/reports/page/277/,11.14.2017,Swell Size: Knee-Thigh High,12:37 PM / BY: surfreports,Water Surface: Light Texture,1.5
181,1610738767-8145,https://www.wblivesurf.com/reports/page/155/,04.01.2019,Swell Size: Knee High Shore Break,7:18 AM / BY: surfreports,Water Surface: Pretty Clean,0.5
182,1610737753-3801,https://www.wblivesurf.com/reports/page/427/,05.31.2013,Swell Size: Thigh/Occ. Waist,1:06 PM / BY: sageisland,Water Surface: Light Chop,1.5
183,1610738545-7377,https://www.wblivesurf.com/reports/page/203/,09.10.2018,Swell Size: Thigh-Waist High/Rare Bigger,10:16 AM / BY: surfreports,Water Surface: Clean,2.0
184,1610737712-3552,https://www.wblivesurf.com/reports/page/442/,01.18.2013,Swell Size: Thigh-Waist/Occ. Bigger,3:48 PM / BY: sageisland,Water Surface: Light Bump,1.0
185,1610738044-5353,https://www.wblivesurf.com/reports/page/330/,05.03.2016,Swell Size: Knee/Thigh/Occ. Bigger,12:44 PM / BY: sageisland,Water Surface: Glassy,2.0
186,1610739109-9421,https://www.wblivesurf.com/reports/page/75/,02.20.2020,Swell Size: Stomach-Head High,4:15 PM / BY: surfreports,Water Surface: Choppy,1.5
187,1610737267-1034,https://www.wblivesurf.com/reports/page/600/,03.11.2008,Swell Size: Shin/Occ. Knee,7:22 AM / BY: sageisland,Water Surface: Light Bump,0.5
188,1610739151-9622,https://www.wblivesurf.com/reports/page/63/,05.03.2020,Swell Size: shin to knee,11:15 AM / BY: surfreports,Water Surface: Fairly Clean,0.5
189,1610738894-8643,https://www.wblivesurf.com/reports/page/124/,08.02.2019,Swell Size: Knee High,1:11 PM / BY: surfreports,Water Surface: Light Bump,0.5
190,1610738057-5421,https://www.wblivesurf.com/reports/page/325/,06.07.2016,Swell Size: Waist/Stomach/Rare Bigger,3:50 PM / BY: sageisland,Water Surface: Clean,2.5
191,1610737369-1640,https://www.wblivesurf.com/reports/page/562/,07.31.2008,Swell Size: Knee/Thigh?,6:24 AM / BY: sageisland,Water Surface: Semi-Clean,0.5
192,1610738699-7903,https://www.wblivesurf.com/reports/page/170/,01.31.2019,Swell Size: Shin High,3:25 PM / BY: surfreports,Water Surface: Light Bump,0.0
193,1610737961-4901,https://www.wblivesurf.com/reports/page/358/,10.11.2015,Swell Size: Knee/Thigh/Rare Hip,7:18 AM / BY: sageisland,Water Surface: Choppy/Semi-Clean Faces,1.0
194,1610737867-4445,https://www.wblivesurf.com/reports/page/386/,02.17.2015,Swell Size: thigh/waist/occ+,3:55 PM / BY: sageisland,Water Surface: clean,2.0
195,1610738359-6740,https://www.wblivesurf.com/reports/page/243/,04.02.2018,Swell Size: Flat/Shin High,9:57 AM / BY: surfreports,Water Surface: Clean,0.0
196,1610738708-7944,https://www.wblivesurf.com/reports/page/168/,02.06.2019,Swell Size: Knee High,12:54 PM / BY: surfreports,Water Surface: Clean,0.5
197,1610738076-5534,https://www.wblivesurf.com/reports/page/318/,08.06.2016,Swell Size: Knee/Thigh,6:34 AM / BY: sageisland,Water Surface: Glassy,1.5
198,1610737524-2453,https://www.wblivesurf.com/reports/page/511/,08.23.2009,Swell Size: Waist/Stomach/Rare Bigger,12:30 PM / BY: sageisland,Water Surface: Semi-Bumpy/Clean Faces,1.5
199,1610739238-9922,https://www.wblivesurf.com/reports/page/44/,07.23.2020,Swell Size: Flat/Shin High,9:05 AM / BY: surfreports,Water Surface: Fairly Clean,0.0
200,1610737419-1906,https://www.wblivesurf.com/reports/page/545/,10.14.2008,Swell Size: Thigh/Occ. Waist,6:59 AM / BY: sageisland,Water Surface: Semi-Clean,0.5
201,1610737272-1067,https://www.wblivesurf.com/reports/page/598/,03.17.2008,Swell Size: Knee/Thigh/Occ. Waist,4:47 PM / BY: sageisland,Water Surface: Choppy,0.5
202,1610738363-6762,https://www.wblivesurf.com/reports/page/242/,04.04.2018,Swell Size: Knee/Thigh High,3:43 PM / BY: surfreports,Water Surface: Choppy/Semi-Clean Faces,1.0
203,1610737138-596,https://www.wblivesurf.com/reports/page/627/,11.19.2007,Swell Size: Flat/Shin,4:04 PM / BY: sageisland,Water Surface: Light Bump,0.5
204,1610739166-9692,https://www.wblivesurf.com/reports/page/59/,05.21.2020,Swell Size: Stomach-Chest High / Occ Shoulder,4:34 PM / BY: surfreports,Water Surface: Choppy,1.0
205,1610738535-7356,https://www.wblivesurf.com/reports/page/205/,08.30.2018,Swell Size: Knee High,12:24 PM / BY: surfreports,Water Surface: Light Bump,0.5
206,1610738049-5380,https://www.wblivesurf.com/reports/page/328/,05.20.2016,Swell Size: Knee-Thigh High/Maybe Bigger,1:07 PM / BY: sageisland,Water Surface: Choppy,1.0
207,1610738653-7764,https://www.wblivesurf.com/reports/page/179/,12.24.2018,Swell Size: Flat,3:27 PM / BY: surfreports,Water Surface: Clean,0.0
208,1610737538-2540,https://www.wblivesurf.com/reports/page/506/,09.22.2009,Swell Size: Waist/Chest/Maybe Bigger Peaks,1:06 PM / BY: sageisland,Water Surface: Choppy,1.0
209,1610739262-10034,https://www.wblivesurf.com/reports/page/37/,08.20.2020,Swell Size: Knee-Thigh High/Maybe Bigger?,9:25 AM / BY: surfreports,Water Surface: Light Bump,0.0
210,1610738572-7482,https://www.wblivesurf.com/reports/page/197/,10.11.2018,Swell Size: Stomach/Chest/Bigger Sets,7:14 AM / BY: surfreports,Water Surface: Choppy/Sloppy,0.5
211,1610737679-3360,https://www.wblivesurf.com/reports/page/454/,09.07.2012,Swell Size: Waist/Stomach/Occ. Bigger,6:45 AM / BY: sageisland,Water Surface: Calm/Clean,1.0
212,1610738021-5213,https://www.wblivesurf.com/reports/page/338/,02.20.2016,Swell Size: Knee/Thigh/Occ. Bigger,12:35 PM / BY: sageisland,Water Surface: Light Sideshore Texture,1.0
213,1610737892-4598,https://www.wblivesurf.com/reports/page/377/,05.07.2015,Swell Size: Chest/Head/Occ. Bigger,6:40 AM / BY: sageisland,Water Surface: Semi-Clean/Light Bump,3.0
214,1610739286-10150,https://www.wblivesurf.com/reports/page/30/,09.16.2020,Swell Size: Waist-Stomach High/ Maybe Bigger,10:14 AM / BY: surfreports,Water Surface: Choppy,1.5
215,1610738131-5759,https://www.wblivesurf.com/reports/page/304/,10.25.2016,Swell Size: Knee/Occ. Thigh High Shorebreak,4:23 PM / BY: sageisland,Water Surface: Light Bump,1.0
216,1610738816-8331,https://www.wblivesurf.com/reports/page/144/,05.12.2019,Swell Size: Knee/Thigh High,12:35 PM / BY: surfreports,Water Surface: Light Bump,0.5
217,1610738897-8659,https://www.wblivesurf.com/reports/page/123/,08.06.2019,Swell Size: Thigh/Waist,12:37 PM / BY: surfreports,Water Surface: light texture,1.5
218,1610737944-4810,https://www.wblivesurf.com/reports/page/364/,08.30.2015,Swell Size: Waist/Stomach/Occ. Bigger,9:48 AM / BY: sageisland,Water Surface: Clean,3.0
219,1610737605-2936,https://www.wblivesurf.com/reports/page/481/,03.05.2011,Swell Size: Waist/Occ. Chest,3:13 PM / BY: sageisland,Water Surface: Choppy,1.5
220,1610737475-2168,https://www.wblivesurf.com/reports/page/529/,03.06.2009,Swell Size: Knee/Thigh/Occ. Waist,9:48 AM / BY: sageisland,Water Surface: Light Bump,1.0
221,1610738136-5794,https://www.wblivesurf.com/reports/page/302/,11.12.2016,Swell Size: Waist/Stomach,3:52 PM / BY: sageisland,Water Surface: Semi-Choppy,1.5
222,1610738564-7440,https://www.wblivesurf.com/reports/page/199/,10.05.2018,Swell Size: Thigh High,12:14 PM / BY: surfreports,Water Surface: Light Bump,1.0
223,1610737402-1805,https://www.wblivesurf.com/reports/page/551/,09.17.2008,Swell Size: Knee-Thigh,10:10 AM / BY: sageisland,Water Surface: Light Chop/Clean Faces,0.5
224,1610738750-8092,https://www.wblivesurf.com/reports/page/159/,03.13.2019,Swell Size: Knee High,10:06 AM / BY: surfreports,Water Surface: Bumpy,0.5
225,1610738982-8988,https://www.wblivesurf.com/reports/page/103/,10.26.2019,Swell Size: Knee High,12:18 PM / BY: surfreports,Water Surface: Light Bump,0.0
226,1610739336-10369,https://www.wblivesurf.com/reports/page/16/,11.14.2020,Swell Size: Thigh High Shorebreak/Random Bigger,6:38 AM / BY: surfreports,Water Surface: Light Texture,0.5
227,1610738348-6692,https://www.wblivesurf.com/reports/page/246/,03.21.2018,Swell Size: Thigh/Waist/Occ. Bigger,10:04 AM / BY: surfreports,Water Surface: Glassy,2.5
228,1610739027-9083,https://www.wblivesurf.com/reports/page/97/,11.19.2019,Swell Size: Knee/Thigh High,3:39 PM / BY: surfreports,Water Surface: Semi-Clean,0.5
229,1610738388-6830,https://www.wblivesurf.com/reports/page/237/,04.27.2018,Swell Size: Thigh,3:54 PM / BY: surfreports,Water Surface: Choppy,1.0
230,1610737394-1761,https://www.wblivesurf.com/reports/page/554/,09.04.2008,Swell Size: Waist/Chest/Bigger?,10:04 AM / BY: sageisland,Water Surface: Semi-glassy,1.5
231,1610738746-8062,https://www.wblivesurf.com/reports/page/160/,03.12.2019,Swell Size: Knee High,3:47 PM / BY: surfreports,Water Surface: Light Bump,0.0
232,1610737472-2145,https://www.wblivesurf.com/reports/page/530/,02.28.2009,Swell Size: Thigh/Stomach High/Bigger Sets?,4:10 PM / BY: sageisland,Water Surface: Semi-Clean/Light Bump,1.5
233,1610738371-6792,https://www.wblivesurf.com/reports/page/240/,04.13.2018,Swell Size: Knee High,10:10 AM / BY: surfreports,Water Surface: Light Bump,0.5
234,1610739113-9444,https://www.wblivesurf.com/reports/page/74/,02.23.2020,Swell Size: Knee/Thigh/Occ. Waist,7:16 AM / BY: surfreports,Water Surface: Glassy,1.0
235,1610738867-8530,https://www.wblivesurf.com/reports/page/131/,07.05.2019,Swell Size: Flat/Knee High,3:00 PM / BY: surfreports,Water Surface: Semi-Clean,0.5
236,1610738198-6141,https://www.wblivesurf.com/reports/page/280/,11.05.2017,Swell Size: Knee/Thigh High Occ. Waist,12:52 PM / BY: surfreports,Water Surface: Semi-Clean,1.0
237,1610737549-2601,https://www.wblivesurf.com/reports/page/502/,10.30.2009,Swell Size: Thigh/Waist/Occ. Bigger,7:14 AM / BY: sageisland,Water Surface: Semi-Clean Faces/Light Bump,1.0
238,1610738888-8616,https://www.wblivesurf.com/reports/page/126/,07.24.2019,Swell Size: Waist/Stomach Maybe,9:11 AM / BY: surfreports,Water Surface: Clean,2.0
239,1610737671-3312,https://www.wblivesurf.com/reports/page/457/,08.02.2012,Swell Size: Thigh/Waist/Occ. Bigger,8:58 AM / BY: sageisland,Water Surface: Clean/Light Texture,1.0
240,1610738250-6361,https://www.wblivesurf.com/reports/page/267/,12.25.2017,Swell Size: Knee/Occ. Thigh,7:11 AM / BY: surfreports,Water Surface: Clean,1.0
241,1610737709-3534,https://www.wblivesurf.com/reports/page/443/,12.21.2012,Swell Size: Waist/Stomach/Rare Bigger,7:15 AM / BY: sageisland,Water Surface: Drifty with some Texture,1.0
242,1610737690-3429,https://www.wblivesurf.com/reports/page/450/,10.14.2012,Swell Size: Thigh/Waist/Occ. Bigger,7:24 AM / BY: sageisland,Water Surface: Light Bump,1.0
243,1610737094-339,https://www.wblivesurf.com/reports/page/643/,09.20.2007,Swell Size: Waist/Stomach High,7:09 AM / BY: sageisland,Water Surface: Semi-Choppy,1.5
244,1610738166-5972,https://www.wblivesurf.com/reports/page/291/,03.20.2017,Swell Size: Thigh/Waist,7:04 AM / BY: sageisland,Water Surface: Clean,1.5
245,1610737889-4588,https://www.wblivesurf.com/reports/page/378/,04.29.2015,Swell Size: Knee-Thigh High,9:56 AM / BY: sageisland,Water Surface: Clean,1.0
246,1610737326-1383,https://www.wblivesurf.com/reports/page/578/,05.30.2008,Swell Size: Knee/Occ. Thigh,6:24 AM / BY: sageisland,Water Surface: Semi-glass,0.5
247,1610739106-9409,https://www.wblivesurf.com/reports/page/76/,02.15.2020,Swell Size: Knee-Thigh High/Occ. Bigger,4:11 PM / BY: surfreports,Water Surface: Choppy,1.0
248,1610738951-8859,https://www.wblivesurf.com/reports/page/111/,09.24.2019,Swell Size: Stomach/Chest/Bigger Sets,6:55 AM / BY: surfreports,Water Surface: Clean,3.0
249,1610738065-5476,https://www.wblivesurf.com/reports/page/322/,07.01.2016,Swell Size: Knee/Thigh/Rare Bigger,6:34 AM / BY: sageisland,Water Surface: Glassy,1.0
250,1610739272-10087,https://www.wblivesurf.com/reports/page/34/,08.31.2020,Swell Size: Knee High Shore Break,6:37 AM / BY: surfreports,Water Surface: Choppy,0.0
251,1610738476-7163,https://www.wblivesurf.com/reports/page/217/,07.13.2018,Swell Size: Thigh/Waist/Occ. Stomach High,3:57 PM / BY: surfreports,Water Surface: Onshore Bump,1.5
252,1610737275-1083,https://www.wblivesurf.com/reports/page/597/,03.21.2008,Swell Size: Shin/Occ. Knee,4:02 PM / BY: sageisland,Water Surface: Light Chop,0.5
253,1610739259-10024,https://www.wblivesurf.com/reports/page/38/,08.14.2020,Swell Size: Flat/Shin High,4:08 PM / BY: surfreports,Water Surface: Bumpy,0.0
254,1610737600-2906,https://www.wblivesurf.com/reports/page/483/,12.01.2010,Swell Size: Chest/Head/Plus High Sets,6:50 AM / BY: sageisland,Water Surface: Choppy,1.5
255,1610737421-1927,https://www.wblivesurf.com/reports/page/544/,10.16.2008,Swell Size: Knee/Thigh?,3:55 PM / BY: sageisland,Water Surface: Light Bump,0.5
256,1610737939-4773,https://www.wblivesurf.com/reports/page/366/,08.17.2015,Swell Size: Knee High,12:08 PM / BY: sageisland,Water Surface: Clean,1.0
257,1610737665-3281,https://www.wblivesurf.com/reports/page/459/,06.26.2012,Swell Size: Thigh/Waist/Occ. Stomach,12:11 PM / BY: sageisland,Water Surface: Choppy,1.0
258,1610737535-2512,https://www.wblivesurf.com/reports/page/507/,09.21.2009,Swell Size: Thigh/Stomach High,12:36 PM / BY: sageisland,Water Surface: Choppy,1.0
259,1610738208-6189,https://www.wblivesurf.com/reports/page/277/,11.17.2017,Swell Size: Knee/Thigh High,12:29 PM / BY: surfreports,Water Surface: Choppy,0.5
260,1610738256-6378,https://www.wblivesurf.com/reports/page/266/,12.29.2017,Swell Size: Knee-Thigh High,10:14 AM / BY: surfreports,Water Surface: Slight Texture,1.5
261,1610737685-3402,https://www.wblivesurf.com/reports/page/452/,09.16.2012,Swell Size: Thigh/Waist/Occ. Bigger,6:46 AM / BY: sageisland,Water Surface: Light Chop/Bumpy Faces,1.0
262,1610738164-5958,https://www.wblivesurf.com/reports/page/292/,03.08.2017,Swell Size: Hip/Waist/Occ. Stomach,7:01 AM / BY: sageisland,Water Surface: Semi-Clean/Light Texture,2.0
263,1610738065-5475,https://www.wblivesurf.com/reports/page/322/,07.01.2016,Swell Size: Knee-Thigh High,9:09 AM / BY: sageisland,Water Surface: Clean,1.0
264,1610738363-6759,https://www.wblivesurf.com/reports/page/242/,04.05.2018,Swell Size: Flat/Shin High,12:19 PM / BY: surfreports,Water Surface: Light Bump,0.0
265,1610737133-565,https://www.wblivesurf.com/reports/page/629/,11.10.2007,Swell Size: Flat-Shin,1:07 PM / BY: sageisland,Water Surface: Light Texture,0.5
266,1610739361-10488,https://www.wblivesurf.com/reports/page/9/,12.11.2020,Swell Size: Shin-Knee High,10:14 AM / BY: surfreports,Water Surface: Bumpy,0.5
267,1610739286-10152,https://www.wblivesurf.com/reports/page/30/,09.15.2020,Swell Size: Thigh-Stomach High,3:45 PM / BY: surfreports,Water Surface: Bumpy/Drift,1.5
268,1610737714-3579,https://www.wblivesurf.com/reports/page/441/,01.31.2013,Swell Size: Knee-Thigh/Occ. Bigger,3:28 PM / BY: sageisland,Water Surface: Clean,1.0
269,1610737521-2441,https://www.wblivesurf.com/reports/page/512/,08.09.2009,Swell Size: Thigh/Occ. Waist,10:03 AM / BY: sageisland,Water Surface: Light Bump,1.0
270,1610737750-3776,https://www.wblivesurf.com/reports/page/428/,05.27.2013,Swell Size: Thigh/Rare Bigger,9:15 AM / BY: sageisland,Water Surface: Glassy,1.5
271,1610738131-5769,https://www.wblivesurf.com/reports/page/304/,10.18.2016,Swell Size: Thigh/Waist/Occ. Larger Set,3:39 PM / BY: sageisland,Water Surface: Semi-Choppy,1.5
272,1610738943-8825,https://www.wblivesurf.com/reports/page/113/,09.16.2019,Swell Size: Stomach-Shoulder High,12:52 PM / BY: surfreports,Water Surface: Light Bump,2.5
273,1610737245-895,https://www.wblivesurf.com/reports/page/608/,02.10.2008,Swell Size: Ankle,3:49 PM / BY: sageisland,Water Surface: Glassy,0.5
274,1610737845-4329,https://www.wblivesurf.com/reports/page/394/,09.20.2014,Swell Size: Waist/Chest High,7:14 AM / BY: sageisland,Water Surface: Semi-Clean/Light Bump,3.0
275,1610737673-3329,https://www.wblivesurf.com/reports/page/456/,08.25.2012,Swell Size: Thigh/Occ. Waist,6:32 AM / BY: sageisland,Water Surface: Clean,1.0
276,1610738763-8132,https://www.wblivesurf.com/reports/page/156/,03.27.2019,Swell Size: Stomach-Shoulder High/Occ. Bigger,10:22 AM / BY: surfreports,Water Surface: Choppy/Drifty,2.0
